page,id,title,url,path,header_image_url,annotation_count,pyongs_count,primaryartist_id,primaryartist_name,primaryartist_url,primaryartist_imageurl
1,3057010,Despacito (Remix),https://genius.com/Luis-fonsi-and-daddy-yankee-despacito-remix-lyrics,/Luis-fonsi-and-daddy-yankee-despacito-remix-lyrics,https://images.genius.com/a39d33d4a4c527822a9edfec352eae7d.1000x1000x1.jpg,13,372,1119780,Luis Fonsi & Daddy Yankee,https://genius.com/artists/Luis-fonsi-and-daddy-yankee,https://images.genius.com/365d323e22c93fe869478efde436d233.393x393x1.jpg
1,3039923,HUMBLE.,https://genius.com/Kendrick-lamar-humble-lyrics,/Kendrick-lamar-humble-lyrics,https://images.genius.com/0780c76f8d3ab762a0ad67ac26fa9709.1000x563x1.jpg,19,1016,1421,Kendrick Lamar,https://genius.com/artists/Kendrick-lamar,https://images.genius.com/25d8a9c93ab97e9e6d5d1d9d36e64a53.1000x1000x1.jpg
1,727466,The Hills,https://genius.com/The-weeknd-the-hills-lyrics,/The-weeknd-the-hills-lyrics,https://images.genius.com/4d6a3a9b56e2b1073e36a7979b46b6d3.1000x1000x1.jpg,12,1689,2358,The Weeknd,https://genius.com/artists/The-weeknd,https://images.genius.com/3cd68c66d12d757c908ddbdcefb581e8.441x441x1.jpg
1,299177,Drunk in Love,https://genius.com/Beyonce-drunk-in-love-lyrics,/Beyonce-drunk-in-love-lyrics,https://images.genius.com/bf490446bd0c8d3f65d02f1e66817228.1000x1000x1.jpg,30,3207,498,Beyoncé,https://genius.com/artists/Beyonce,https://images.genius.com/995535bff9a0a15e5f1840990707d61d.399x399x1.jpg
1,2398213,Work,https://genius.com/Rihanna-work-lyrics,/Rihanna-work-lyrics,https://images.genius.com/ba1fc59bc686c2445dab584868d103bf.1000x1000x1.jpg,24,589,89,Rihanna,https://genius.com/artists/Rihanna,https://images.genius.com/6c0a5c21157bafe0dcab934f107020a1.960x960x1.jpg
1,3219597,Too Good at Goodbyes,https://genius.com/Sam-smith-too-good-at-goodbyes-lyrics,/Sam-smith-too-good-at-goodbyes-lyrics,https://images.genius.com/e06b23fc67d038759ac107f1501fc998.1000x1000x1.jpg,6,295,43383,Sam Smith,https://genius.com/artists/Sam-smith,https://images.genius.com/c9ce9032f369d402e814251982a1fe41.1000x1000x1.jpg
1,93539,Fuckin’ Problems,https://genius.com/A-ap-rocky-fuckin-problems-lyrics,/A-ap-rocky-fuckin-problems-lyrics,https://images.genius.com/4d717f663795a7de1b642090b934e10f.960x960x1.jpg,43,703,12417,A$AP Rocky,https://genius.com/artists/A-ap-rocky,https://images.genius.com/84260afdfa02f8cba4117c80ac6c847b.1000x1000x1.jpg
1,3807759,In My Feelings,https://genius.com/Drake-in-my-feelings-lyrics,/Drake-in-my-feelings-lyrics,https://images.genius.com/7e8338eeaccb543856e431c188635ce1.1000x563x1.jpg,14,182,130,Drake,https://genius.com/artists/Drake,https://images.genius.com/22999a3378819809ee4848f7c60a744c.1000x1000x1.jpg
1,3876994,SICKO MODE,https://genius.com/Travis-scott-sicko-mode-lyrics,/Travis-scott-sicko-mode-lyrics,https://images.genius.com/0d7f07bc4caf376850e68900f4974ca4.1000x573x1.jpg,46,515,20185,Travis Scott,https://genius.com/artists/Travis-scott,https://images.genius.com/62d241389823ea14f6a4612f37e29db8.1000x1000x1.jpg
1,496445,Trap Queen,https://genius.com/Fetty-wap-trap-queen-lyrics,/Fetty-wap-trap-queen-lyrics,https://images.rapgenius.com/694274eb49f35ea1ad1acc36ab99390e.640x640x1.jpg,22,3163,216609,Fetty Wap,https://genius.com/artists/Fetty-wap,https://images.genius.com/4c7e86b750a1637b7a2d92f9d0ad558c.496x496x1.jpg
2,90478,​m.A.A.d city,https://genius.com/Kendrick-lamar-maad-city-lyrics,/Kendrick-lamar-maad-city-lyrics,https://images.genius.com/7ce90585a9da57d4ee67a09f27d8d6bc.1000x1000x1.jpg,89,2132,1421,Kendrick Lamar,https://genius.com/artists/Kendrick-lamar,https://images.genius.com/25d8a9c93ab97e9e6d5d1d9d36e64a53.1000x1000x1.jpg
2,2851948,Starboy,https://genius.com/The-weeknd-starboy-lyrics,/The-weeknd-starboy-lyrics,https://images.genius.com/2c1f31ee6278b9ccf7be5b6a3ab190ab.1000x1000x1.jpg,19,533,2358,The Weeknd,https://genius.com/artists/The-weeknd,https://images.genius.com/3cd68c66d12d757c908ddbdcefb581e8.441x441x1.jpg
2,3185661,Jocelyn Flores,https://genius.com/Xxxtentacion-jocelyn-flores-lyrics,/Xxxtentacion-jocelyn-flores-lyrics,https://images.genius.com/269334ded6d2264af8cae3fb9a171be8.1000x1000x1.jpg,13,620,396565,XXXTENTACION,https://genius.com/artists/Xxxtentacion,https://images.genius.com/fa375366504b46eef8de1d192c20976b.790x790x1.jpg
2,2419257,FORMATION,https://genius.com/Beyonce-formation-lyrics,/Beyonce-formation-lyrics,https://images.rapgenius.com/e6449d5502179104a51b9d104db91609.1000x752x1.jpg,31,209,498,Beyoncé,https://genius.com/artists/Beyonce,https://images.genius.com/995535bff9a0a15e5f1840990707d61d.399x399x1.jpg
2,81159,Swimming Pools (Drank),https://genius.com/Kendrick-lamar-swimming-pools-drank-lyrics,/Kendrick-lamar-swimming-pools-drank-lyrics,https://images.genius.com/08bd7e3fd36bc6cf8fca520c5e475903.923x919x1.jpg,49,890,1421,Kendrick Lamar,https://genius.com/artists/Kendrick-lamar,https://images.genius.com/25d8a9c93ab97e9e6d5d1d9d36e64a53.1000x1000x1.jpg
2,3348299,FRIENDS,https://genius.com/Marshmello-and-anne-marie-friends-lyrics,/Marshmello-and-anne-marie-friends-lyrics,https://images.genius.com/772819e6b8bd615dafcb2a566592f9b7.1000x705x1.jpg,10,194,1402544,Marshmello & Anne-Marie,https://genius.com/artists/Marshmello-and-anne-marie,https://images.genius.com/2b1e53cd2dc7a91b34d82b0228152fad.800x800x1.jpg
2,3035222,DNA.,https://genius.com/Kendrick-lamar-dna-lyrics,/Kendrick-lamar-dna-lyrics,https://images.genius.com/d25e7043f51c2de6acaf6c39caa60da2.1000x1000x1.jpg,37,552,1421,Kendrick Lamar,https://genius.com/artists/Kendrick-lamar,https://images.genius.com/25d8a9c93ab97e9e6d5d1d9d36e64a53.1000x1000x1.jpg
2,2989266,Mask Off,https://genius.com/Future-mask-off-lyrics,/Future-mask-off-lyrics,https://images.genius.com/ee2a2f360d0b469d8cebfe6dc5a058d7.1000x994x1.jpg,28,261,2197,Future,https://genius.com/artists/Future,https://images.genius.com/d3c864e3e8edaccf25a66ba49790f4d0.300x300x1.jpg
2,3047142,XXX.,https://genius.com/Kendrick-lamar-xxx-lyrics,/Kendrick-lamar-xxx-lyrics,https://images.genius.com/d25e7043f51c2de6acaf6c39caa60da2.1000x1000x1.jpg,26,187,1421,Kendrick Lamar,https://genius.com/artists/Kendrick-lamar,https://images.genius.com/25d8a9c93ab97e9e6d5d1d9d36e64a53.1000x1000x1.jpg
2,90475,Money Trees,https://genius.com/Kendrick-lamar-money-trees-lyrics,/Kendrick-lamar-money-trees-lyrics,https://images.genius.com/f3db37bb8953d6e671d8bb532da2e855.220x220x1.jpg,51,877,1421,Kendrick Lamar,https://genius.com/artists/Kendrick-lamar,https://images.genius.com/25d8a9c93ab97e9e6d5d1d9d36e64a53.1000x1000x1.jpg
3,90473,"Bitch, Don’t Kill My Vibe",https://genius.com/Kendrick-lamar-bitch-dont-kill-my-vibe-lyrics,/Kendrick-lamar-bitch-dont-kill-my-vibe-lyrics,https://images.genius.com/71de91b0a7f63cb65044ab728c0b6cef.1000x1000x1.jpg,40,636,1421,Kendrick Lamar,https://genius.com/artists/Kendrick-lamar,https://images.genius.com/25d8a9c93ab97e9e6d5d1d9d36e64a53.1000x1000x1.jpg
3,3214267,Gucci Gang,https://genius.com/Lil-pump-gucci-gang-lyrics,/Lil-pump-gucci-gang-lyrics,https://images.genius.com/ed66473dcd78eab576f23a113e0650c3.735x414x1.jpg,12,215,654932,Lil Pump,https://genius.com/artists/Lil-pump,https://images.genius.com/08987b8ae42939df1c774ea9402b980b.1000x1000x1.jpg
3,92856,Poetic Justice,https://genius.com/Kendrick-lamar-poetic-justice-lyrics,/Kendrick-lamar-poetic-justice-lyrics,https://images.genius.com/f3db37bb8953d6e671d8bb532da2e855.220x220x1.jpg,50,387,1421,Kendrick Lamar,https://genius.com/artists/Kendrick-lamar,https://images.genius.com/25d8a9c93ab97e9e6d5d1d9d36e64a53.1000x1000x1.jpg
3,2412669,"Father Stretch My Hands, Pt. 1",https://genius.com/Kanye-west-father-stretch-my-hands-pt-1-lyrics,/Kanye-west-father-stretch-my-hands-pt-1-lyrics,https://images.genius.com/389e5fd1eff885b2e7b62060869945cc.1000x1000x1.jpg,13,214,72,Kanye West,https://genius.com/artists/Kanye-west,https://images.genius.com/a1c9ad953d882a4b336ce3b7576360a1.675x675x1.jpg
3,721659,King Kunta,https://genius.com/Kendrick-lamar-king-kunta-lyrics,/Kendrick-lamar-king-kunta-lyrics,https://images.rapgenius.com/5c45787f8bcd449a46bc3d1b50e65cc8.640x640x1.jpg,24,1904,1421,Kendrick Lamar,https://genius.com/artists/Kendrick-lamar,https://images.genius.com/25d8a9c93ab97e9e6d5d1d9d36e64a53.1000x1000x1.jpg
3,696428,679,https://genius.com/Fetty-wap-679-lyrics,/Fetty-wap-679-lyrics,https://images.rapgenius.com/e3e60074c39723cc3930f4157795cf2e.600x600x1.jpg,28,658,216609,Fetty Wap,https://genius.com/artists/Fetty-wap,https://images.genius.com/4c7e86b750a1637b7a2d92f9d0ad558c.496x496x1.jpg
3,729458,Can’t Feel My Face,https://genius.com/The-weeknd-cant-feel-my-face-lyrics,/The-weeknd-cant-feel-my-face-lyrics,https://images.genius.com/4d6a3a9b56e2b1073e36a7979b46b6d3.1000x1000x1.jpg,8,796,2358,The Weeknd,https://genius.com/artists/The-weeknd,https://images.genius.com/3cd68c66d12d757c908ddbdcefb581e8.441x441x1.jpg
3,2849767,​goosebumps,https://genius.com/Travis-scott-goosebumps-lyrics,/Travis-scott-goosebumps-lyrics,https://images.genius.com/c9c8a92af16b73c835c2731f75294a82.1000x1000x1.jpg,19,432,20185,Travis Scott,https://genius.com/artists/Travis-scott,https://images.genius.com/62d241389823ea14f6a4612f37e29db8.1000x1000x1.jpg
3,2890553,Fake Love,https://genius.com/Drake-fake-love-lyrics,/Drake-fake-love-lyrics,https://images.genius.com/ba45a8086a709c65ed46461931e2ea43.1000x664x1.jpg,5,183,130,Drake,https://genius.com/artists/Drake,https://images.genius.com/22999a3378819809ee4848f7c60a744c.1000x1000x1.jpg
3,3767821,FEFE,https://genius.com/6ix9ine-fefe-lyrics,/6ix9ine-fefe-lyrics,https://images.genius.com/455ffbf3409022786dc15470da6d93e9.806x430x1.png,21,142,1124097,6ix9ine,https://genius.com/artists/6ix9ine,https://images.genius.com/502e1db0daf878ca699290185fca43e2.1000x1000x1.jpg
4,3047141,LOVE.,https://genius.com/Kendrick-lamar-love-lyrics,/Kendrick-lamar-love-lyrics,https://images.genius.com/d25e7043f51c2de6acaf6c39caa60da2.1000x1000x1.jpg,17,211,1421,Kendrick Lamar,https://genius.com/artists/Kendrick-lamar,https://images.genius.com/25d8a9c93ab97e9e6d5d1d9d36e64a53.1000x1000x1.jpg
4,217270,From Time,https://genius.com/Drake-from-time-lyrics,/Drake-from-time-lyrics,https://images.genius.com/9838d0b45ef0f886d371a0e2572f7c6c.1000x1000x1.jpg,30,554,130,Drake,https://genius.com/artists/Drake,https://images.genius.com/22999a3378819809ee4848f7c60a744c.1000x1000x1.jpg
4,92464,Love Sosa,https://genius.com/Chief-keef-love-sosa-lyrics,/Chief-keef-love-sosa-lyrics,https://images.genius.com/a839d8d4fa6c1b1c00c9b4e2ad37b811.1000x563x1.jpg,12,312,16808,Chief Keef,https://genius.com/artists/Chief-keef,https://images.genius.com/c4de2f0be4a88348847f24a83922b667.645x645x1.jpg
4,92853,Backseat Freestyle,https://genius.com/Kendrick-lamar-backseat-freestyle-lyrics,/Kendrick-lamar-backseat-freestyle-lyrics,https://images.genius.com/f3db37bb8953d6e671d8bb532da2e855.220x220x1.jpg,36,540,1421,Kendrick Lamar,https://genius.com/artists/Kendrick-lamar,https://images.genius.com/25d8a9c93ab97e9e6d5d1d9d36e64a53.1000x1000x1.jpg
4,3182605,Fuck Love,https://genius.com/Xxxtentacion-fuck-love-lyrics,/Xxxtentacion-fuck-love-lyrics,https://images.genius.com/269334ded6d2264af8cae3fb9a171be8.1000x1000x1.jpg,5,302,396565,XXXTENTACION,https://genius.com/artists/Xxxtentacion,https://images.genius.com/fa375366504b46eef8de1d192c20976b.790x790x1.jpg
4,113898,Started from the Bottom,https://genius.com/Drake-started-from-the-bottom-lyrics,/Drake-started-from-the-bottom-lyrics,https://images.genius.com/f5f171280e66cd972200fe965bd15d2e.1000x1000x1.jpg,28,231,130,Drake,https://genius.com/artists/Drake,https://images.genius.com/22999a3378819809ee4848f7c60a744c.1000x1000x1.jpg
4,2955220,Despacito,https://genius.com/Luis-fonsi-despacito-lyrics,/Luis-fonsi-despacito-lyrics,https://images.genius.com/63796ba076132d73eeb45f9586119db6.1000x333x1.png,12,66,344497,Luis Fonsi,https://genius.com/artists/Luis-fonsi,https://images.genius.com/7c123596c6b20bdc269b7451238b00a2.288x288x1.jpg
4,517618,I Don’t Fuck With You,https://genius.com/Big-sean-i-dont-fuck-with-you-lyrics,/Big-sean-i-dont-fuck-with-you-lyrics,https://images.rapgenius.com/39e013e3b6237479942f2a5fa4df4299.1000x1000x1.jpg,38,2708,492,Big Sean,https://genius.com/artists/Big-sean,https://images.genius.com/1db10915bf07ae763610bb53d1717887.1000x1000x1.jpg
4,53152,Thinkin Bout You,https://genius.com/Frank-ocean-thinkin-bout-you-lyrics,/Frank-ocean-thinkin-bout-you-lyrics,https://images.genius.com/e5059514cb6c6e879943267000e75165.1000x1000x1.jpg,5,369,1985,Frank Ocean,https://genius.com/artists/Frank-ocean,https://images.genius.com/78a9a1403027e5778b473c71204b1ac0.728x728x1.jpg
4,2311373,Jumpman,https://genius.com/Drake-and-future-jumpman-lyrics,/Drake-and-future-jumpman-lyrics,https://images.genius.com/856d23cafd5a7afd935b2dba87c3140f.1000x1000x1.jpg,29,178,568186,Drake & Future,https://genius.com/artists/Drake-and-future,https://images.genius.com/b033687222fde407fb97ca135c4192e1.452x452x1.jpg
5,3203682,Mo Bamba,https://genius.com/Sheck-wes-mo-bamba-lyrics,/Sheck-wes-mo-bamba-lyrics,https://images.genius.com/cb3d8f3ca76630cae548500500aeb9f8.1000x563x1.jpg,13,121,1024052,Sheck Wes,https://genius.com/artists/Sheck-wes,https://images.genius.com/e8a674613a98207954b4e8cd9c4d4c87.893x893x1.jpg
5,2904574,Unforgettable,https://genius.com/French-montana-unforgettable-lyrics,/French-montana-unforgettable-lyrics,https://images.genius.com/8cbae287df9cfa8fe49f7703a1ecf6e6.600x600x1.jpg,17,108,1583,French Montana,https://genius.com/artists/French-montana,https://images.genius.com/99431503a5ae0bb0e46760c2efde9a19.581x581x1.jpg
5,299325,Partition,https://genius.com/Beyonce-partition-lyrics,/Beyonce-partition-lyrics,https://images.rapgenius.com/b75f6e9e98ac79ad3390b81b1e63d064.1000x752x1.jpg,25,676,498,Beyoncé,https://genius.com/artists/Beyonce,https://images.genius.com/995535bff9a0a15e5f1840990707d61d.399x399x1.jpg
5,722278,Alright,https://genius.com/Kendrick-lamar-alright-lyrics,/Kendrick-lamar-alright-lyrics,https://images.genius.com/5433b7013185948f409fd123a7e5489f.1000x1000x1.jpg,31,677,1421,Kendrick Lamar,https://genius.com/artists/Kendrick-lamar,https://images.genius.com/25d8a9c93ab97e9e6d5d1d9d36e64a53.1000x1000x1.jpg
5,105686,Love Me,https://genius.com/Lil-wayne-love-me-lyrics,/Lil-wayne-love-me-lyrics,https://images.genius.com/025852747d34bfec09080ad4c10b07b6.1000x1000x1.jpg,10,221,4,Lil Wayne,https://genius.com/artists/Lil-wayne,https://images.genius.com/f903dae2533e450c8d3cb233aa846020.745x745x1.jpg
5,601809,Feeling Myself,https://genius.com/Nicki-minaj-feeling-myself-lyrics,/Nicki-minaj-feeling-myself-lyrics,https://images.genius.com/7e87c152b77667c3287a79bad4066798.598x598x1.jpg,34,1286,92,Nicki Minaj,https://genius.com/artists/Nicki-minaj,https://images.genius.com/9eb9bb10b4dff8ba05121dfb216b3be2.467x467x1.jpg
5,151327,Work REMIX,https://genius.com/A-ap-ferg-work-remix-lyrics,/A-ap-ferg-work-remix-lyrics,https://images.genius.com/becebc9d34a68ec7f6802221de57f3ad.500x500x1.jpg,51,379,15369,A$AP Ferg,https://genius.com/artists/A-ap-ferg,https://images.genius.com/c9440ee0b76ac4cc57b13638e1b04b1b.500x500x1.jpg
5,2904673,First Day Out,https://genius.com/Tee-grizzley-first-day-out-lyrics,/Tee-grizzley-first-day-out-lyrics,https://images.genius.com/fb4345ee45eee0cb673ca7133397f303.1000x1000x1.jpg,49,64,1028913,Tee Grizzley,https://genius.com/artists/Tee-grizzley,https://images.genius.com/cadbbba83564efda94503e614b19b1f6.587x587x1.jpg
5,3580132,Nice For What,https://genius.com/Drake-nice-for-what-lyrics,/Drake-nice-for-what-lyrics,https://images.genius.com/09cc88eab19540800682854bb92c972e.1000x563x1.jpg,17,146,130,Drake,https://genius.com/artists/Drake,https://images.genius.com/22999a3378819809ee4848f7c60a744c.1000x1000x1.jpg
5,3930594,Venom (Music from the Motion Picture),https://genius.com/Eminem-venom-music-from-the-motion-picture-lyrics,/Eminem-venom-music-from-the-motion-picture-lyrics,https://images.genius.com/2e3928d50f8c1bd87615d71a594804df.1000x563x1.jpg,29,476,45,Eminem,https://genius.com/artists/Eminem,https://images.genius.com/b379811c1415017b9f3e3a71b9d26060.400x400x1.jpg
6,217263,Furthest Thing,https://genius.com/Drake-furthest-thing-lyrics,/Drake-furthest-thing-lyrics,https://images.genius.com/9838d0b45ef0f886d371a0e2572f7c6c.1000x1000x1.jpg,26,322,130,Drake,https://genius.com/artists/Drake,https://images.genius.com/22999a3378819809ee4848f7c60a744c.1000x1000x1.jpg
6,701372,The Blacker the Berry,https://genius.com/Kendrick-lamar-the-blacker-the-berry-lyrics,/Kendrick-lamar-the-blacker-the-berry-lyrics,https://images.rapgenius.com/3813bcd3d4accb7634eea23a2a7ab190.1000x1000x1.jpg,40,1552,1421,Kendrick Lamar,https://genius.com/artists/Kendrick-lamar,https://images.genius.com/25d8a9c93ab97e9e6d5d1d9d36e64a53.1000x1000x1.jpg
6,3047135,LOYALTY.,https://genius.com/Kendrick-lamar-loyalty-lyrics,/Kendrick-lamar-loyalty-lyrics,https://images.genius.com/d25e7043f51c2de6acaf6c39caa60da2.1000x1000x1.jpg,21,184,1421,Kendrick Lamar,https://genius.com/artists/Kendrick-lamar,https://images.genius.com/25d8a9c93ab97e9e6d5d1d9d36e64a53.1000x1000x1.jpg
6,3614919,Call Out My Name,https://genius.com/The-weeknd-call-out-my-name-lyrics,/The-weeknd-call-out-my-name-lyrics,https://images.genius.com/9615a9ffa04a194afef8fe3fdc989755.440x440x1.png,8,249,2358,The Weeknd,https://genius.com/artists/The-weeknd,https://images.genius.com/3cd68c66d12d757c908ddbdcefb581e8.441x441x1.jpg
6,2911564,Reminder,https://genius.com/The-weeknd-reminder-lyrics,/The-weeknd-reminder-lyrics,https://images.genius.com/80e4a07713ad3166acdbcdcfdcbde9a6.1000x1000x1.jpg,22,181,2358,The Weeknd,https://genius.com/artists/The-weeknd,https://images.genius.com/3cd68c66d12d757c908ddbdcefb581e8.441x441x1.jpg
6,731073,Nasty Freestyle,https://genius.com/Rickey-nasty-freestyle-lyrics,/Rickey-nasty-freestyle-lyrics,https://images.rapgenius.com/b47e308054ae37a97ed59f0188287ea8.1000x1000x1.jpg,23,1336,81003,Rickey,https://genius.com/artists/Rickey,https://images.genius.com/eb3a4aaddfb3b995b2174fd5e1eea0e0.400x400x1.jpg
6,3047132,ELEMENT.,https://genius.com/Kendrick-lamar-element-lyrics,/Kendrick-lamar-element-lyrics,https://images.genius.com/d25e7043f51c2de6acaf6c39caa60da2.1000x1000x1.jpg,25,232,1421,Kendrick Lamar,https://genius.com/artists/Kendrick-lamar,https://images.genius.com/25d8a9c93ab97e9e6d5d1d9d36e64a53.1000x1000x1.jpg
6,521525,Planez,https://genius.com/Jeremih-planez-lyrics,/Jeremih-planez-lyrics,https://images.genius.com/d39b6460f2aeb1b75cad20b7e915646d.530x525x1.jpg,23,894,278,Jeremih,https://genius.com/artists/Jeremih,https://images.genius.com/59567e4918671304d37eb021331d239d.550x550x1.jpg
6,146864,Cocoa Butter Kisses,https://genius.com/Chance-the-rapper-cocoa-butter-kisses-lyrics,/Chance-the-rapper-cocoa-butter-kisses-lyrics,https://images.genius.com/aa16cba40f43828a61bbb6212de712bd.750x750x1.jpg,43,480,16751,Chance the Rapper,https://genius.com/artists/Chance-the-rapper,https://images.genius.com/9db1a9643a028d62543e44c90da3a6ad.1000x1000x1.jpg
6,2900237,I Fall Apart,https://genius.com/Post-malone-i-fall-apart-lyrics,/Post-malone-i-fall-apart-lyrics,https://images.genius.com/0ae927fba5115df36264c55411711d51.1000x1000x1.jpg,8,137,326362,Post Malone,https://genius.com/artists/Post-malone,https://images.genius.com/fc7e20f4fe2f7dd19a877bb5cb1677bc.937x937x1.jpg
7,3411476,Finesse (Remix),https://genius.com/Bruno-mars-finesse-remix-lyrics,/Bruno-mars-finesse-remix-lyrics,https://images.genius.com/0960b874060fe9def5a8f74c65829b90.1000x1000x1.jpg,9,119,500,Bruno Mars,https://genius.com/artists/Bruno-mars,https://images.genius.com/bc5d46c3a0a1f49ea3b79dbd59b6e57b.450x450x1.jpg
7,1783757,My Way (Remix),https://genius.com/Fetty-wap-my-way-remix-lyrics,/Fetty-wap-my-way-remix-lyrics,https://images.rapgenius.com/a4ddb3a5d3dd9dc6103d4f328db55d26.500x500x1.jpg,13,1397,216609,Fetty Wap,https://genius.com/artists/Fetty-wap,https://images.genius.com/4c7e86b750a1637b7a2d92f9d0ad558c.496x496x1.jpg
7,2471960,No Problem,https://genius.com/Chance-the-rapper-no-problem-lyrics,/Chance-the-rapper-no-problem-lyrics,https://images.genius.com/b17a54d05a3de269cc6ea53c3f71f73e.1000x1000x1.jpg,38,87,16751,Chance the Rapper,https://genius.com/artists/Chance-the-rapper,https://images.genius.com/9db1a9643a028d62543e44c90da3a6ad.1000x1000x1.jpg
7,68399,Oldie,https://genius.com/Odd-future-oldie-lyrics,/Odd-future-oldie-lyrics,https://images.genius.com/2f8e4c594b43d3cdc76732c1ee8a201b.626x626x1.jpg,100,234,1739,Odd Future,https://genius.com/artists/Odd-future,https://images.genius.com/f5d5637f3974fe7a9db83c19d417b3f3.1000x563x1.jpg
7,90479,"Sing About Me, I’m Dying of Thirst",https://genius.com/Kendrick-lamar-sing-about-me-im-dying-of-thirst-lyrics,/Kendrick-lamar-sing-about-me-im-dying-of-thirst-lyrics,https://images.genius.com/f3db37bb8953d6e671d8bb532da2e855.220x220x1.jpg,96,126,1421,Kendrick Lamar,https://genius.com/artists/Kendrick-lamar,https://images.genius.com/25d8a9c93ab97e9e6d5d1d9d36e64a53.1000x1000x1.jpg
7,3120234,Feels,https://genius.com/Calvin-harris-feels-lyrics,/Calvin-harris-feels-lyrics,https://images.genius.com/a52c1743dc9e89eff57b84e327a62880.1000x1000x1.jpg,12,84,2069,Calvin Harris,https://genius.com/artists/Calvin-harris,https://images.genius.com/bfab849da6a5a47fc8cc31a7f3f7fe4c.722x722x1.jpg
7,3930586,Fall,https://genius.com/Eminem-fall-lyrics,/Eminem-fall-lyrics,https://images.genius.com/d384d90186921d2df3617ffb6dde27ed.1000x563x1.jpg,32,274,45,Eminem,https://genius.com/artists/Eminem,https://images.genius.com/b379811c1415017b9f3e3a71b9d26060.400x400x1.jpg
7,653082,My Way,https://genius.com/Fetty-wap-my-way-lyrics,/Fetty-wap-my-way-lyrics,https://images.rapgenius.com/9c8a5d29bb96fb9fcaae3635f78087e1.500x500x1.jpg,15,765,216609,Fetty Wap,https://genius.com/artists/Fetty-wap,https://images.genius.com/4c7e86b750a1637b7a2d92f9d0ad558c.496x496x1.jpg
7,523961,​i (Album Version),https://genius.com/Kendrick-lamar-i-album-version-lyrics,/Kendrick-lamar-i-album-version-lyrics,https://images.genius.com/ffb1a13cfda120ba85ab9e2a83a4e158.1000x1000x1.jpg,51,1281,1421,Kendrick Lamar,https://genius.com/artists/Kendrick-lamar,https://images.genius.com/25d8a9c93ab97e9e6d5d1d9d36e64a53.1000x1000x1.jpg
7,2396302,Low Life,https://genius.com/Future-low-life-lyrics,/Future-low-life-lyrics,https://images.rapgenius.com/25dcdc63ef644e48ee47537eb5201c0e.612x612x1.jpg,31,199,2197,Future,https://genius.com/artists/Future,https://images.genius.com/d3c864e3e8edaccf25a66ba49790f4d0.300x300x1.jpg
8,2842072,Nights,https://genius.com/Frank-ocean-nights-lyrics,/Frank-ocean-nights-lyrics,https://images.genius.com/ccc0894094b9a3cbb47a45ec0c69b1f0.1000x1000x1.jpg,35,208,1985,Frank Ocean,https://genius.com/artists/Frank-ocean,https://images.genius.com/78a9a1403027e5778b473c71204b1ac0.728x728x1.jpg
8,78967,Pink Matter,https://genius.com/Frank-ocean-pink-matter-lyrics,/Frank-ocean-pink-matter-lyrics,https://images.genius.com/bddd20902232f3ff0f1d691d90affcc9.1000x1000x1.jpg,32,249,1985,Frank Ocean,https://genius.com/artists/Frank-ocean,https://images.genius.com/78a9a1403027e5778b473c71204b1ac0.728x728x1.jpg
8,3429382,King’s Dead,https://genius.com/Jay-rock-kendrick-lamar-future-and-james-blake-kings-dead-lyrics,/Jay-rock-kendrick-lamar-future-and-james-blake-kings-dead-lyrics,https://images.genius.com/7ee53f1193073a25b54dce3071c4985b.300x300x1.jpg,26,191,1403568,"Jay Rock, Kendrick Lamar, Future & James Blake",https://genius.com/artists/Jay-rock-kendrick-lamar-future-and-james-blake,https://images.genius.com/b5de44b4cd4074c83261950a18c866aa.1000x1000x1.jpg
8,460183,Often,https://genius.com/The-weeknd-often-lyrics,/The-weeknd-often-lyrics,https://images.genius.com/4d6a3a9b56e2b1073e36a7979b46b6d3.1000x1000x1.jpg,14,1665,2358,The Weeknd,https://genius.com/artists/The-weeknd,https://images.genius.com/3cd68c66d12d757c908ddbdcefb581e8.441x441x1.jpg
8,51801,A.D.H.D,https://genius.com/Kendrick-lamar-adhd-lyrics,/Kendrick-lamar-adhd-lyrics,https://images.rapgenius.com/25d9723e9c279dee78bf3696507ba37e.316x316x1.jpg,25,440,1421,Kendrick Lamar,https://genius.com/artists/Kendrick-lamar,https://images.genius.com/25d8a9c93ab97e9e6d5d1d9d36e64a53.1000x1000x1.jpg
8,419570,Believe Me,https://genius.com/Lil-wayne-believe-me-lyrics,/Lil-wayne-believe-me-lyrics,https://images.rapgenius.com/8540a54d6dddddea744734f3aa5b73cc.525x525x1.jpg,62,1644,4,Lil Wayne,https://genius.com/artists/Lil-wayne,https://images.genius.com/f903dae2533e450c8d3cb233aa846020.745x745x1.jpg
8,243,Fuck tha Police,https://genius.com/Nwa-fuck-tha-police-lyrics,/Nwa-fuck-tha-police-lyrics,https://images.genius.com/3623e90b0efad3afeecc36286eaf87f9.770x587x1.webp,38,158,974,N.W.A,https://genius.com/artists/Nwa,https://images.genius.com/627acab300f5f3fd378a3b1adf4a69f8.630x630x1.jpg
